emp_no,salary
275085,4
275086,842
275087,542
275088,4477
275089,6398
275090,7765
275091,8819
275092,4
275093,645
275094,8506
275095,4
275096,7866
275097,6037
275098,6056
275099,6309
275100,6011
275101,4
275102,6384
275103,6763
275104,4202
275105,4918
275106,4
275107,719
275108,7667
275109,5844
275110,6535
275111,4
275112,4804
275113,4
275114,4
275115,5519
275116,801
275117,8134
275118,4
275119,4226
275120,5721
275121,4427
275122,5865
275123,6628
275124,5404
275125,5983
275126,5687
275127,5879
275128,4
275129,597
275130,4
275131,5176
275132,7972
275133,7397
275134,8629
275135,5278
275136,4
275137,4
275138,4075
275139,5384
275140,4
275141,4
275142,5943
275143,4929
275144,4123
275145,5982
275146,4525
275147,4718
275148,4
275149,4
275150,6374
275151,616
275152,4875
275153,6024
275154,4
275155,4
275156,8286
275157,4
275158,9329
275159,4744
275160,5666
275161,4474
275162,5232
275163,4
275164,4
275165,8239
275166,5767
275167,8761
275168,6119
275169,4484
275170,6946
275171,4
275172,4
275173,6943
275174,5174
275175,4
275176,4
275177,8757
275178,5051
275179,4
275180,4
275181,4
275182,7847
275183,4
275184,4
275185,4
275186,6237
275187,4
275188,4249
275189,4564
275190,1011
275191,8605
275192,6686
275193,7363
275194,4614
275195,8631
275196,4
275197,4789
275198,6951
275199,4808
275200,4
275201,6002
275202,7302
275203,7272
275204,4
275205,4348
275206,4403
275207,8535
275208,511
275209,4
275210,446
275211,6365
275212,4766
275213,4
275214,4
275215,4
275216,4
275217,4
275218,4
275219,4
275220,4
275221,4
275222,4619
275223,4
275224,4
275225,5462
275226,468
275227,5173
275228,4
275229,4
275230,5421
275231,5645
275232,7127
275233,7869
275234,4
275235,5094
275236,5244
275237,4179
275238,7371
275239,4
275240,4565
275241,6993
275242,5146
275243,9029
275244,867
275245,4
275246,5724
275247,4275
275248,4
275249,4
275250,6165
275251,5606
275252,4
275253,4301
275254,4
275255,7119
275256,4335
275257,47
275258,7421
275259,4316
275260,7035
275261,4
275262,4
275263,647
275264,4
275265,6777
275266,6383
275267,552
275268,6596
275269,4
275270,4198
275271,4
275272,8356
275273,4
275274,4
275275,4
275276,4
275277,7343
275278,7161
275279,4
275280,7023
275281,8437
275282,5022
275283,556
275284,4626
275285,4432
275286,4
275287,4
275288,6065
275289,4505
275290,5209
275291,6633
275292,4
275293,6746
275294,5919
275295,5983
275296,4
275297,4977
275298,6481
275299,4
275300,6154
275301,6569
275302,4
275303,4702
275304,636
275305,1038
275306,4
275307,499
275308,7246
275309,5029
275310,4
275311,4358
275312,7557
275313,458
275314,5691
275315,4082
275316,4
275317,7143
275318,4
275319,4438
275320,4
275321,4
275322,5061
275323,4805
275324,4
275325,5484
275326,4009
275327,8787
275328,4644
275329,6933
275330,4
275331,4
275332,8608
275333,4
275334,4
275335,4868
275336,4
275337,6567
275338,7108
275339,4
275340,5409
275341,4682
275342,8452
275343,4358
275344,4219
275345,7674
275346,4
275347,8561
275348,7412
275349,4073
275350,6071
275351,4
275352,4
275353,7068
275354,4925
275355,4
275356,4
275357,4631
275358,546
275359,8622
275360,4
275361,5029
275362,5244
275363,651
275364,4
275365,4
275366,4
275367,4691
275368,7728
275369,7416
275370,4
275371,7782
275372,4934
275373,4135
275374,4
275375,4
275376,4
275377,4
275378,4
275379,6261
275380,4
275381,5253
275382,5643
275383,4686
275384,6476
275385,4126
275386,8341
275387,5472
275388,4
275389,4
275390,7832
275391,4
275392,8806
275393,4785
275394,4832
275395,4
275396,4
275397,4
275398,7857
275399,7905
275400,4
275401,4
275402,4
275403,6336
275404,6144
275405,4311
275406,4
275407,4
275408,4751
275409,4
275410,4
275411,871
275412,7372
275413,4
275414,8575
275415,4
275416,4
275417,4002
275418,5352
275419,4
275420,4
275421,7982
275422,5651
275423,5717
275424,4046
275425,4
275426,4799
275427,4
275428,4897
275429,4
275430,6809
275431,4
275432,5077
275433,4
275434,4
275435,5468
275436,5269
275437,4552
275438,554
275439,4
275440,7013
275441,6823
275442,6162
275443,4
275444,5534
275445,4
275446,5687
275447,4
275448,501
275449,5361
275450,401
275451,4039
275452,4464
275453,4
275454,4402
275455,4
275456,4561
275457,7873
275458,566
275459,4762
275460,4602
275461,6185
275462,6533
275463,6143
275464,6863
275465,5531
275466,5437
275467,6403
275468,4019
275469,4136
275470,7048
275471,6028
275472,5653
275473,4
275474,5094
275475,4
275476,4455
275477,4
275478,4
275479,6309
275480,4
275481,4042
275482,7207
275483,4595
275484,7045
275485,554
275486,6045
275487,519
275488,6233
275489,4
275490,4921
275491,678
275492,4386
275493,4794
275494,7646
275495,4163
275496,467
275497,9202
275498,4409
275499,4287
275500,7728
275501,4182
275502,4675
275503,5922
275504,5213
275505,4984
275506,4
275507,5202
275508,6387
275509,8466
275510,4
275511,79
275512,7408
275513,7974
275514,7695
275515,4
275516,4977
275517,4
275518,7066
275519,5278
275520,7046
275521,5472
275522,5369
275523,726
275524,4546
275525,5501
275526,4621
275527,4859
275528,4462
275529,4
275530,4271
275531,5239
275532,4
275533,7229
275534,4815
275535,5938
275536,7001
275537,7977
275538,4099
275539,6355
275540,5131
275541,5599
275542,4
275543,4587
275544,4
275545,4664
275546,4
275547,4
275548,4
275549,4
275550,7018
275551,5834
275552,4
275553,5095
275554,4638
275555,5081
275556,7662
275557,4
275558,4
275559,4
275560,5097
275561,4
275562,6282
275563,4296
275564,6618
275565,4
275566,4
275567,5655
275568,4
275569,4
275570,7682
275571,4144
275572,5376
275573,4
275574,4
275575,4147
275576,8443
275577,4
275578,4
275579,1024
275580,6732
275581,4
275582,4
275583,5401
275584,4
275585,695
275586,6386
275587,4
275588,7298
275589,5773
275590,7851
275591,641
275592,8588
275593,5797
275594,4886
275595,1012
275596,4638
275597,4
275598,4
275599,6227
275600,4
275601,5048
275602,4692
275603,6506
275604,8076
275605,4
275606,4
275607,6064
275608,5951
275609,4771
275610,5209
275611,6421
275612,4
275613,7742
275614,655
275615,5162
275616,5478
275617,4384
275618,5291
275619,4
275620,6016
275621,6232
275622,5329
275623,477
275624,7071
275625,4575
275626,5675
275627,4
275628,4694
275629,6408
275630,4632
275631,4
275632,5694
275633,486
275634,4
275635,4486
275636,5816
275637,4
275638,9124
275639,6219
275640,6746
275641,5041
275642,4
275643,5702
275644,4
275645,4
275646,7454
275647,4483
275648,4905
275649,4267
275650,7642
275651,6771
275652,5927
275653,4
275654,5996
275655,5045
275656,4
275657,4256
275658,4
275659,4
275660,4674
275661,7481
275662,4
275663,4734
275664,5996
275665,643
275666,5563
275667,4
275668,4703
275669,4
275670,6202
275671,4
275672,4
275673,4934
275674,4364
275675,4
275676,5064
275677,6517
275678,4186
275679,7638
275680,4794
275681,4
275682,5724
275683,6317
275684,9263
275685,4026
275686,445
275687,7819
275688,9005
275689,4
275690,4
275691,4
275692,8077
275693,4
275694,6509
275695,5634
275696,6074
275697,7725
275698,7278
275699,6648
275700,4407
275701,7583
275702,5205
275703,4
275704,4
275705,8145
275706,5917
275707,7959
275708,4
275709,4701
275710,5104
275711,4947
275712,5034
275713,6074
275714,4
275715,6006
275716,5616
275717,4
275718,6952
275719,4
275720,7008
275721,5084
275722,4
275723,4
275724,6254
275725,4
275726,4
275727,4
275728,4
275729,4789
275730,4
275731,4485
275732,5412
275733,4
275734,8583
275735,4
275736,6423
275737,7409
275738,4
275739,6055
275740,4
275741,6364
275742,4
275743,528
275744,4139
275745,5951
275746,4
275747,4
275748,6526
275749,6148
275750,7802
275751,6279
275752,4
275753,6011
275754,8387
275755,6684
275756,4
275757,4795
275758,4
275759,4
275760,4
275761,4509
275762,6888
275763,7341
275764,4
275765,4
275766,423
275767,6774
275768,4686
275769,6316
275770,4569
275771,4704
275772,4459
275773,5327
275774,4446
275775,4
275776,4
275777,6146
275778,4
275779,5023
275780,4076
275781,4
275782,5095
275783,4506
275784,722
275785,4537
275786,4308
275787,4
275788,6092
275789,5122
275790,4
275791,6776
275792,4119
275793,4962
275794,6238
275795,6879
275796,6182
275797,4
275798,4
275799,4196
275800,4946
275801,704
275802,5604
275803,4
275804,6682
275805,4
275806,4047
275807,42
275808,8717
275809,4
275810,5638
275811,5419
275812,7892
275813,4
275814,5493
275815,4
275816,5503
275817,4
275818,4
275819,6558
275820,4
275821,6889
275822,8043
275823,4086
275824,5258
275825,5171
275826,4
275827,6169
275828,5544
275829,4
275830,6348
275831,4
275832,4
275833,5699
275834,5003
275835,7126
275836,4
275837,4
275838,4
275839,7174
275840,4
275841,5827
275842,5413
275843,4
275844,4
275845,5811
275846,712
275847,4
275848,4416
275849,4449
275850,5412
275851,4
275852,7058
275853,5693
275854,4139
275855,9157
275856,5995
275857,7339
275858,9175
275859,5461
275860,6396
275861,4
275862,426
275863,4
275864,6615
275865,4
275866,4175
275867,7586
275868,5141
275869,4078
275870,7461
275871,5987
275872,6183
275873,4
275874,6735
275875,6273
275876,773
275877,4
275878,4263
275879,4
275880,4109
275881,4
275882,4922
275883,5191
275884,4
275885,5071
275886,4641
275887,4
275888,4714
275889,7506
275890,5318
275891,4
275892,4248
275893,4473
275894,5438
275895,4601
275896,4675
275897,5097
275898,7281
275899,4101
275900,7162
275901,4451
275902,5664
275903,4
275904,5202
275905,6656
275906,4417
275907,4
275908,4
275909,8821
275910,4
275911,4617
275912,5562
275913,4
275914,4
275915,6894
275916,5411
275917,4
275918,4076
275919,4036
275920,5786
275921,4
275922,4
275923,618
275924,6742
275925,4
275926,4196
275927,4763
275928,6926
275929,4374
275930,4926
275931,5421
275932,7316
275933,5807
275934,5776
275935,4926
275936,4
275937,4
275938,9758
275939,4548
275940,5504
275941,4
275942,4
275943,4
275944,5155
275945,739
275946,4
275947,6504
275948,4
275949,6872
275950,5869
275951,4
275952,7603
275953,4626
275954,4
275955,4
275956,4
275957,6961
275958,4
275959,8127
275960,4977
275961,4
275962,7606
275963,5167
275964,4984
275965,4
275966,5387
275967,6548
275968,7025
275969,9584
275970,4834
275971,4
275972,6857
275973,6196
275974,5024
275975,6128
275976,7611
275977,726
275978,4
275979,5025
275980,8528
275981,4
275982,9243
275983,4565
275984,5735
275985,4
275986,4655
275987,5179
275988,7781
275989,4193
275990,445
275991,4
275992,4882
275993,4425
275994,4
275995,4
275996,4268
275997,4
275998,4153
275999,4
276000,9004
276001,4
276002,4
276003,4
276004,5344
276005,5563
276006,7995
276007,6457
276008,4534
276009,5544
276010,5603
276011,5251
276012,6971
276013,4
276014,4994
276015,543
276016,4
276017,609
276018,4
276019,4
276020,4
276021,4083
276022,4
276023,4828
276024,4
276025,8993
276026,4
276027,4
276028,4322
276029,8964
276030,5129
276031,7744
276032,4
276033,4
276034,4
276035,4
276036,4398
276037,4
276038,4713
276039,4417
276040,4
276041,4
276042,4091
276043,4
276044,4808
276045,5278
276046,6486
276047,4
276048,4578
276049,4
276050,452
276051,4
276052,5166
276053,6975
276054,4
276055,4
276056,4
276057,4
276058,4887
276059,7221
276060,4
276061,4
276062,4
276063,4712
276064,7186
276065,4
276066,4095
276067,6469
276068,8359
276069,5333
276070,6352
276071,4904
276072,6311
276073,4
276074,4
276075,5027
276076,4507
276077,4
276078,4
276079,7989
276080,4653
276081,4
276082,4
276083,4
276084,5364
276085,4
276086,5031
276087,6477
276088,6629
276089,54
276090,5739
276091,774
276092,8466
276093,5053
276094,4094
276095,4
276096,7748
276097,7478
276098,5949
276099,923
276100,4
276101,4879
276102,6208
276103,715
276104,5994
276105,6156
276106,4
276107,673
276108,9275
276109,6358
276110,4
276111,5801
276112,4
276113,5946
276114,6577
276115,4804
276116,4234
276117,5047
276118,5722
276119,658
276120,4
276121,5357
276122,4714
276123,4
276124,6751
276125,5601
276126,4
276127,4
276128,831
276129,4
276130,4307
276131,4319
276132,4
276133,4706
276134,4
276135,5707
276136,5848
276137,6039
276138,5541
276139,6526
276140,4
276141,6619
276142,5682
276143,7485
276144,4
276145,4909
276146,7082
276147,6314
276148,4072
276149,6741
276150,7063
276151,4063
276152,5894
276153,4149
276154,5603
276155,4768
276156,5732
276157,4446
276158,5022
276159,686
276160,4
276161,453
276162,4522
276163,469
276164,4
276165,4
276166,5909
276167,9453
276168,4533
276169,4739
276170,5038
276171,7398
276172,4
276173,4636
276174,4
276175,4076
276176,7432
276177,4
276178,4
276179,511
276180,6515
276181,5068
276182,4
276183,4
276184,7792
276185,5657
276186,4
276187,5124
276188,4847
276189,4795
276190,4392
276191,7179
276192,4236
276193,4
276194,5421
276195,5396
276196,1001
276197,4
276198,4424
276199,464
276200,4742
276201,684
276202,4
276203,4011
276204,4
276205,5819
276206,4553
276207,5983
276208,5838
276209,5015
276210,7167
276211,4573
276212,4107
276213,4
276214,4162
276215,6194
276216,5395
276217,6756
276218,5014
276219,5441
276220,6632
276221,5889
276222,479
276223,4
276224,8296
276225,4226
276226,4143
276227,4014
276228,4
276229,4
276230,7529
276231,4092
276232,613
276233,6938
276234,4986
276235,7768
276236,6679
276237,5395
276238,4447
276239,4
276240,4
276241,4
276242,4
276243,4
276244,7125
276245,4
276246,6041
276247,4
276248,6228
276249,808
276250,4
276251,7225
276252,9553
276253,6506
276254,4055
276255,5511
276256,7004
276257,504
276258,5931
276259,718
276260,4
276261,4
276262,5922
276263,4
276264,5443
276265,6303
276266,4
276267,5573
276268,4
276269,4182
276270,4
276271,6221
276272,4232
276273,5693
276274,5411
276275,4
276276,454
276277,4
276278,7831
276279,4215
276280,4034
276281,4162
276282,5685
276283,5044
276284,6987
276285,4073
276286,5766
276287,8557
276288,4451
276289,7896
276290,4648
276291,4128
276292,4
276293,6793
276294,4
276295,9503
276296,5076
276297,4
276298,4604
276299,4
276300,4943
276301,6927
276302,4147
276303,4
276304,4445
276305,4
276306,4
276307,4
276308,5321
276309,5627
276310,822
276311,534
276312,5531
276313,4683
276314,6661
276315,7833
276316,4839
276317,4
276318,4004
276319,5044
276320,548
276321,4
276322,8552
276323,4087
276324,4169
276325,5914
276326,6156
276327,5934
276328,4
276329,5755
276330,6042
276331,1023
276332,4
276333,4682
276334,4
276335,6385
276336,5711
276337,4112
276338,5512
276339,6189
276340,9684
276341,4832
276342,6134
276343,4258
276344,4
276345,4494
276346,9319
276347,4604
